path,detail
Annotations/levle3_78.xml,"Object 12: width=11, height=8; threshold=10px."
Annotations/levle3_78.xml,"Object 18: width=12, height=7; threshold=10px."
Annotations/levle3_78.xml,"Object 38: width=23, height=10; threshold=10px."
Annotations/levle3_78.xml,"Object 40: width=24, height=8; threshold=10px."
Annotations/levle3_84.xml,"Object 5: width=12, height=10; threshold=10px."
Annotations/levle3_84.xml,"Object 8: width=12, height=10; threshold=10px."
Annotations/levle3_84.xml,"Object 9: width=9, height=14; threshold=10px."
Annotations/levle3_84.xml,"Object 26: width=10, height=9; threshold=10px."
Annotations/levle3_84.xml,"Object 28: width=5, height=12; threshold=10px."
Annotations/levle3_84.xml,"Object 33: width=7, height=10; threshold=10px."
Annotations/levle3_84.xml,"Object 35: width=10, height=15; threshold=10px."
Annotations/levle3_84.xml,"Object 40: width=9, height=10; threshold=10px."
Annotations/levle3_84.xml,"Object 42: width=14, height=10; threshold=10px."
Annotations/levle3_84.xml,"Object 43: width=11, height=8; threshold=10px."
Annotations/levle3_84.xml,"Object 44: width=10, height=7; threshold=10px."
Annotations/levle3_84.xml,"Object 45: width=10, height=8; threshold=10px."
Annotations/levle3_84.xml,"Object 46: width=10, height=8; threshold=10px."
Annotations/levle3_84.xml,"Object 47: width=13, height=9; threshold=10px."
Annotations/levle3_84.xml,"Object 48: width=11, height=9; threshold=10px."
Annotations/levle3_84.xml,"Object 49: width=9, height=8; threshold=10px."
Annotations/levle3_84.xml,"Object 50: width=8, height=7; threshold=10px."
Annotations/levle3_84.xml,"Object 51: width=11, height=9; threshold=10px."
Annotations/levle3_84.xml,"Object 55: width=8, height=9; threshold=10px."
Annotations/levle3_84.xml,"Object 56: width=10, height=7; threshold=10px."
Annotations/levle3_84.xml,"Object 58: width=9, height=8; threshold=10px."
Annotations/levle3_84.xml,"Object 59: width=10, height=13; threshold=10px."
Annotations/levle3_84.xml,"Object 60: width=11, height=8; threshold=10px."
Annotations/levle3_84.xml,"Object 61: width=9, height=10; threshold=10px."
Annotations/levle3_84.xml,"Object 62: width=11, height=10; threshold=10px."
Annotations/levle3_85.xml,"Object 44: width=10, height=11; threshold=10px."
Annotations/levle3_85.xml,"Object 50: width=10, height=12; threshold=10px."
Annotations/levle3_85.xml,"Object 52: width=21, height=8; threshold=10px."
Annotations/levle3_85.xml,"Object 58: width=14, height=10; threshold=10px."
Annotations/levle3_86.xml,"Object 2: width=14, height=9; threshold=10px."
Annotations/levle3_86.xml,"Object 5: width=6, height=6; threshold=10px."
Annotations/levle3_86.xml,"Object 6: width=11, height=9; threshold=10px."
Annotations/levle3_86.xml,"Object 8: width=16, height=10; threshold=10px."
Annotations/levle3_86.xml,"Object 10: width=9, height=11; threshold=10px."
Annotations/levle3_86.xml,"Object 11: width=10, height=11; threshold=10px."
Annotations/levle3_86.xml,"Object 13: width=10, height=13; threshold=10px."
Annotations/levle3_86.xml,"Object 17: width=10, height=11; threshold=10px."
Annotations/levle3_86.xml,"Object 20: width=14, height=10; threshold=10px."
Annotations/levle3_86.xml,"Object 21: width=10, height=13; threshold=10px."
Annotations/levle3_86.xml,"Object 22: width=10, height=10; threshold=10px."
Annotations/levle3_86.xml,"Object 29: width=13, height=10; threshold=10px."
Annotations/levle3_86.xml,"Object 32: width=15, height=8; threshold=10px."
Annotations/levle3_86.xml,"Object 38: width=9, height=10; threshold=10px."
Annotations/levle3_86.xml,"Object 42: width=11, height=10; threshold=10px."
Annotations/levle3_86.xml,"Object 43: width=11, height=7; threshold=10px."
Annotations/levle3_86.xml,"Object 44: width=10, height=7; threshold=10px."
Annotations/levle3_86.xml,"Object 45: width=9, height=10; threshold=10px."
Annotations/levle3_86.xml,"Object 46: width=10, height=9; threshold=10px."
Annotations/levle3_86.xml,"Object 47: width=10, height=10; threshold=10px."
Annotations/levle3_86.xml,"Object 50: width=10, height=8; threshold=10px."
Annotations/levle3_87.xml,"Object 11: width=6, height=8; threshold=10px."
Annotations/levle3_87.xml,"Object 28: width=15, height=10; threshold=10px."
Annotations/levle3_91.xml,"Object 24: width=9, height=8; threshold=10px."
